Annotation Results of RA Expanded Metagenomic Datasets																																																																																											
Species	RAF101	RAF102	RAF106	RAF107	RAF111	RAF112	RAF113	RAF116	RAF117	RAF120	RAF122	RAF123	RAF124	RAF125	RAF126	RAF127	RAF128	RAF129	RAF131	RAF132	RAF135	RAF137	RAF138	RAF139	RAF140	RAF142	RAF143	RAF146	RAF147	RAF149	RAF150	RAF151	RAF153	RAF158	RAF159	RAF160	RAF161	RAF166	RAF167	RAF170	RAF174	RAF177	RAF179	RAF180	RAF184	RAF185	RAF186	RAF187	RAF25	RAF44	RAF58	RAF61	RAF63	RAF68	RAF71	RAF74	RAF75	RAF77	RAF78	RAF79	RAF80	RAF81	RAF84	RAF86	RAF87	RAF88	RAF89	RAF90	RAF92	RAF95	RAF96	RA10	RA11	RA12	RA13	RA14	RA15	RA16	RA17	RA18	RA1	RA2	RA3	RA4	RA5	RA6	RA7	RA8	RA9	RA19	RA20
Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01179	0	0	0	0	0	0.00657	0	0	0	0	0.00311	0	0.02384	0	0.00516	0	0	0	0.02065	0	0
Slackia_piriformis	0	0	0	0	0	0	0	0	0	0	0	0	0.03437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405	0	0	0	0	0.06041	0	0	0	0	0	0	0	0	0	0	0.20203
Anaerostipes_sp_992a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides_sp_CAG_409	0.01273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_Family_XIII_bacterium	0	0	0	0	0	0	0	0.00896	0	0	0	0	0	0.00547	0	0	0	0	0.03622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03086	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_buccalis	0	0	0	0	0.02503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02535	0	0	0	0	0	0	0	0.00859	0	0.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00708	0	0
Melissococcus_sp_OM08_11BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08898	0	0	0	0
Clostridium_sp_CAG_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01829	0	0	0	0	0	0	0	0	0
Actinobaculum_sp_oral_taxon_183	0	0.0049	0.00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0.01106	0	0.01258	0	0	0	0	0	0.00664	0.00426	0.01144	0	0	0	0	0.00052	0	0
Clostridium_sp_CAG_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Gastranaerophilales_bacterium_HUM_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05823	0.01771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0.00035	0	0	0	0	0	0	0	0.00201	0	0	0	0	0
Dielma_fastidiosa	0	0	0	0	0	0.02937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03998	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0.01854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00998	0	0	0	0	0	0	0.05384	0	0
Clostridium_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0
Actinomyces_sp_oral_taxon_448	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00399	0	0.01992	0	0	0	0	0.00319	0	0.00339	0.00893	0	0.00044	0	0.0195	0.00401	0	0	0	0
Ruminococcus_sp_CAG_563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea_sp_CAG_317	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0.01723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sulci	0	0.00926	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00933	0	0	0	0	0	0	0.02675	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928	0	0.00932	0	0
Clostridium_celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05675	0	0	0	0	0	0	0.01492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Varibaculum_cambriense	0	0	0	0	0.00943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05198	0	0	0.00742	0	0
Veillonella_sp_DORA_A_3_16_22	0	0	0	0	0	0	0	0	0	0	0	0.01264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01542	0	0	0	0	0	0.01278	0	0	0	0	0	0	0	0.01019	0	0	0.01776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0
Parascardovia_denticolens	0	0	0.0003	0	0	0	0	0.00751	0	0	0	0	0	0	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03304	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0.00707	0	0	0	0	0	0	0	0.01109	0	0.00777	0	0	0	0	0.02011	0	0
Enorma_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06431	0	0	0	0	0	0	0	0	0	0
Catabacter_hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0.01057	0	0	0	0	0	0	0.05254	0	0
Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0.05239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559	0	0	0	0	0	0.00305	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus_sp_CAG_605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0	0
Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04585	0	0	0	0	0	0	0.01326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter_othiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0
Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0.00312	0.00387	0	0	0	0	0.01029	0.00703	0.00561	0.00417	0.00208	0.0036	0	0	0	0	0
Veillonella_tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00889	0.01712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_sp_T11011_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00891	0	0.00564	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0	0	0	0	0	0	0	0.01241	0	0	0	0.00152	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01643	0	0	0	0	0	0	0	0	0.02811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00558	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella_uli	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	0	0	0	0
Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02332	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Gastranaerophilales_bacterium_HUM_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_sanguinis	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0.04454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0.00525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp_F0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_424	0	0	0	0	0	0.00978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02752	0	0	0	0	0	0	0	0	0	0	0	0.00083	0.00734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00596	0	0
Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01153	0	0	0.00135	0	0.01562	0	0.00494	0.01794	0	0	0	0.04679	0
Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0
Lachnospiraceae_bacterium_oral_taxon_096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01485	0	0	0	0	0	0	0	0.02004	0	0	0	0	0	0	0.01415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0.02073	0	0	0	0	0	0	0	0	0.00329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232	0	0	0	0	0	0	0	0	0.01665	0	0	0	0.00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sakei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04215	0	0	0	0.00427	0	0
Citrobacter_europaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01071	0	0	0	0	0	0	0	0	0	0	0	0.02121	0	0	0	0	0	0
Christensenella_minuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01839	0	0	0	0	0	0	0	0.00196	0.0127	0	0	0.00524	0.00153	0	0	0	0	0	0.00419	0	0	0	0	0	0	0	0
Succinatimonas_hippei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp_A12	0	0.00368	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0.01335	0	0	0	0	0	0	0.00178	0.00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0.00233	0	0	0	0.00485	0.00847	0
Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0.04252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_argentoratense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00811	0	0	0	0	0	0	0	0	0	0.00339	0	0	0	0	0	0.03094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella_profusa	0	0	0.01388	0	0	0	0	0	0	0	0	0	0	0	0.00977	0	0	0	0.00707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_downei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_pectinophilus	0.0368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_massiliensis	0	0.00429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00715	0	0.01126	0	0.00303	0	0	0	0	0	0.00601	0	0.00315	0	0	0	0.00097	0.00024	0	0
Dialister_pneumosintes	0	0	0	0	0.00228	0	0	0	0	0	0.01349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_bacterium_S5_A14a	0	0	0	0	0.03287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.00026	0
